## GABRIEL DOMINGUEZ PHD THESIS (SUBMITTED TO MACQUARIE UNVERSITY 2017)
## SHELL TRACE ELEMENT RATIOS
Dist_mm,MgCaRatio,BaCaRatio,SrCaRatio
9.93774,0.766134032,0.005394109,3.63112991
9.954455,0.62569191,0.00295203,3.125136988
9.971145,1.159194765,0.005500752,4.41183244
9.98784,1.012957436,0.00834758,3.921056417
10.004555,1.193360273,0.007253251,4.676104121
10.021245,0.787080663,0.00621429,3.557435448
10.03794,0.896463398,0.004684157,4.816716254
10.054655,0.89339993,0.008875813,4.175597682
10.071345,1.057508525,0.005914878,4.642063525
10.088035,1.099366152,0.008457684,4.692966912
10.104755,1.251957086,0.005137685,4.156812641
10.121445,1.120582792,0.007850254,4.246214628
10.138135,1.074859109,0.006776075,3.420896327
10.154905,0.997461414,0.00705684,4.193539643
10.171595,1.089862086,0.007905679,5.07231773
10.188285,0.903715071,0.002965173,3.964698402
10.205005,0.818511143,0.004475379,3.803604846
10.221695,0.610366724,0.006635392,3.626462613
10.238385,0.994832191,0.002472861,3.917808932
10.255105,0.764009572,0.007044195,4.068474391
10.271795,0.891715645,0.005654598,3.76810757
10.288485,0.832666892,0.0048605,4.365357575
10.3052,0.9624937,0.004945397,4.351914167
10.321895,1.149059107,0.009656748,4.94568516
10.33861,0.714055734,0.009314536,4.006425225
10.3553,1.096162503,0.003965764,3.140364247
10.37199,0.938726368,0.005894811,4.127449717
10.38871,1.451144252,0.007977082,4.040024485
10.4054,1.186582666,0.003152581,3.361539531
10.42209,1.539765167,0.008973441,5.421965919
10.43881,0.724002268,0.005805879,2.979805091
10.4555,1.090108029,0.003164308,4.105217654
10.47219,1.070892062,0.004649982,3.94635747
10.488905,1.454493176,0.004984712,3.489680361
10.5056,0.664973178,0.005779938,3.250499716
10.52229,0.640222868,0.005295447,3.308068091
10.539005,1.064344858,0.004697834,3.966271935
10.55575,1.317996162,0.008938936,4.95624202
10.57244,0.809304928,0.004055528,3.696852114
10.589155,1.749778465,0.006600246,8.606417075
10.60585,1.102588719,0.009872071,6.343513911
10.62254,0.856980552,0.006260753,2.9261194
10.639255,1.831091878,0.007903494,4.1918597
10.65595,0.912234524,0.00732952,3.599257168
10.67264,1.304200641,0.004962499,3.764749574
10.689355,1.152272673,0.007211766,4.244343818
10.706045,1.085471687,0.008820991,4.632626902
10.72274,0.929744666,0.012557996,4.417282121
10.739455,1.080950095,0.009271555,3.436256997
10.756145,0.892320072,0.010690882,4.360155818
10.77284,1.151255493,0.031767374,5.81417359
10.789555,1.214394367,0.012851792,4.210844446
10.806245,0.966916681,0.014298601,5.108946073
10.822935,0.99213025,0.016509315,4.310892089
10.839655,1.00291575,0.007481867,3.915626049
10.856345,1.664701817,0.019679715,7.913783858
10.873035,0.722359083,0.012373364,5.725531367
10.88975,0.920491995,0.01413016,5.381365176
10.906445,0.948520796,0.010784193,3.403147958
10.92316,1.017479206,0.008924166,5.176986613
10.93985,0.948503701,0.009284958,4.328745205
10.956595,1.871140968,0.010159229,6.403781927
10.97331,1.207178748,0.011450034,4.643056373
10.99,0.706804903,0.007342183,2.415211059
11.00669,0.927779261,0.019663401,5.002817331
11.02341,0.919042509,0.010132166,3.921044434
11.0401,1.250179691,0.009349244,4.934369486
11.05679,1.279721607,0.015464907,5.583729145
11.07351,0.814841998,0.006703612,3.278747102
11.0902,1.556195017,0.007522586,4.971594313
11.10689,0.803217904,0.009432773,4.133019138
11.12361,0.95735564,0.007627417,4.746167253
11.1403,1.025692257,0.010302425,5.805934859
11.15699,1.243457567,0.018834151,6.212275643
11.17371,0.743217932,0.008229032,3.464906168
11.1904,0.870388807,0.009948573,3.870338755
11.20709,1.428871011,0.016087262,5.913858561
11.223805,1.139730084,0.013712237,5.191583811
11.2405,0.904140988,0.014012408,4.585175479
11.25719,1.324208443,0.020398049,4.73461499
11.273905,1.488143659,0.013261981,6.664850484
11.2906,1.029884173,0.014463609,5.079107509
11.30729,1.052748968,0.00939936,6.449530356
11.324005,1.529335914,0.011185951,3.650775086
11.340695,1.313304313,0.021820134,6.434251488
11.35744,1.236100945,0.010661429,4.68572274
11.374155,1.243889872,0.01866851,7.37660584
11.390845,1.270674374,0.014459763,6.097225015
11.40754,1.123223216,0.01251402,6.999606134
11.424255,1.053105108,0.015086234,7.091137298
11.440945,0.704138185,0.010179519,3.683575721
11.457635,1.482766575,0.011931875,5.08187606
11.474355,0.660780336,0.009062333,3.210027819
11.491045,1.412354499,0.011451764,5.773500316
11.507735,1.297486829,0.013665377,3.937129493
11.524455,1.053952651,0.016790874,4.132262147
11.541145,1.485841056,0.01250519,5.757966044
11.557835,0.683885017,0.011663683,5.911786524
11.574555,0.754482661,0.009058051,6.252757181
11.591245,1.275988268,0.019466813,6.375585237
11.60796,0.748334647,0.008822328,3.892189467
11.62465,1.354431733,0.020985474,9.232726413
11.64134,1.395624916,0.015427994,6.305994735
11.65806,0.759096199,0.01964344,4.313159808
11.67475,0.989871142,0.016182841,4.607738209
11.69144,1.497782008,0.012937515,5.902420201
11.70816,0.835694599,0.015627127,6.457846974
11.72485,1.842817975,0.017975938,9.087621314
11.74154,1.483718255,0.01649618,6.928000833
11.75831,1.716584652,0.017271602,7.412151387
11.775,1.059895612,0.015083711,6.381869217
11.79169,1.201931933,0.014116572,5.338586226
11.80841,0.803923434,0.013402445,5.256616579
11.8251,1.179485306,0.020583904,5.504325734
11.84179,0.946136158,0.015099283,4.840611755
11.85851,1.216055926,0.023967876,7.348087312
11.8752,0.961169173,0.015644548,6.252762062
11.89189,0.768188615,0.016295739,7.139112054
11.908605,0.683642663,0.015315721,7.21379698
11.9253,0.736083471,0.012570155,6.383758808
11.94199,0.81986816,0.019339925,5.722618595
11.958705,1.006157448,0.01691501,6.17850809
11.975395,0.791412342,0.016067825,7.059884261
11.99209,1.004818854,0.020645362,7.12195442
12.008805,0.931870816,0.021145793,6.459260877
12.025495,1.743987,0.024743959,6.775739159
12.042185,0.758342844,0.021292969,7.221611722
12.058905,1.261343453,0.016508996,5.457769682
12.075595,1.029421269,0.01582446,5.852162416
12.092285,1.01244372,0.018281622,7.410755774
12.109005,1.06101922,0.014127024,6.673168723
12.125695,1.03669871,0.014824786,6.894414974
12.142385,0.823584381,0.012266625,4.864273408
12.159155,0.89728412,0.019879689,8.00510658
12.175845,0.970510472,0.02164794,7.172462837
12.192535,0.718809347,0.018595804,5.927031884
12.209255,1.027668816,0.015230223,8.544745701
12.225945,1.013899988,0.025699041,7.261539112
12.242635,0.95832344,0.023724279,7.282301817
12.25935,1.150855311,0.013600533,5.80086226
12.276045,0.718999891,0.014122099,5.938175907
12.29276,0.745732253,0.024062673,5.484432358
12.30945,1.102182118,0.023225649,5.566154004
12.326145,0.726010724,0.017117206,5.221830049
12.34286,0.830900094,0.030496902,7.109744617
12.35955,0.939630994,0.02329378,5.365856748
12.37624,0.574499606,0.01727484,4.281412127
12.39296,0.744624257,0.021407457,3.555939862
12.40965,0.779711986,0.017523513,4.325309155
12.42634,0.711741321,0.015117973,4.684508096
12.443055,0.895086246,0.017857223,5.106277972
12.45975,0.717332096,0.024957608,5.928641249
12.47644,1.088565391,0.013752224,4.659180144
12.493155,0.871695247,0.017748813,4.426539078
12.50985,1.931424201,0.021530283,5.677131677
12.52654,0.632594924,0.013996491,4.840407939
12.543255,0.814723755,0.018404519,4.820895842
12.56,1.375823086,0.017566107,5.566350515
12.57669,1.177367134,0.020740344,7.46781341
12.593405,2.679557698,0.023548905,6.381228462
12.6101,0.708727066,0.014077624,5.268070621
12.62679,0.809514365,0.012982525,6.041922519
12.643505,0.947907868,0.017753422,7.019757117
12.660195,1.288539895,0.015474457,5.21326599
12.67689,1.224103288,0.022612665,8.27055042
12.693605,0.848283318,0.028997575,7.533144201
12.710295,1.147403077,0.023189924,5.975487738
12.72699,1.063379764,0.016697978,5.313949448
12.743705,0.826221314,0.014035614,4.794924388
12.760395,1.033186983,0.013162912,6.054047707
12.777085,1.04989691,0.017217099,4.801548058
12.793805,1.091543356,0.016178889,5.05943842
12.810495,0.82104377,0.012362485,5.727891346
12.827185,1.056319383,0.013576127,6.449416272
12.843905,0.991404176,0.011925776,6.06014011
12.860595,1.277501928,0.011212305,5.946693216
12.87731,0.67266043,0.012249311,4.701791583
12.894,0.823090283,0.009707481,5.827482731
12.910695,1.16868943,0.01464505,5.537099555
12.92741,0.679448985,0.008583268,5.45556636
12.9441,0.730206144,0.005049563,3.391831243
12.960845,0.820833304,0.011147503,6.406029429
12.97756,0.740509752,0.007412104,5.409665038
12.99425,0.736831456,0.008307584,5.035936603
13.01094,0.797521064,0.005280319,5.836841187
13.02766,0.802657738,0.007236336,4.142594839
13.04435,0.982024895,0.007212294,6.022396434
13.06104,0.731814063,0.007813621,3.746470751
13.07776,0.931402635,0.008713659,5.490832243
13.09445,0.907056266,0.012431275,5.299702099
13.11114,1.147283283,0.005025999,3.414787161
13.12786,0.881149474,0.005037046,4.473100709
13.14455,0.805188395,0.006139837,3.979172619
13.16124,0.914237427,0.005993819,4.281259265
13.177955,1.362549207,0.003595527,4.40224386
13.19465,0.619655608,0.0068522,3.481330271
13.21134,1.382914556,0.00850474,7.109035255
13.228055,0.887177746,0.015579287,4.88348808
13.24475,0.999484823,0.007832013,5.348730362
13.26144,0.739471336,0.005625303,4.035164855
13.278155,0.874293858,0.010864195,6.409706654
13.294845,1.336591061,0.005283723,5.948632627
13.31154,1.834774266,0.009718132,5.84676616
13.328255,1.094240644,0.01095506,4.369822267
13.344945,0.634558984,0.009399266,3.420139394
13.36169,1.051003002,0.011925425,5.588940096
13.378405,0.912019047,0.005483793,4.02224488
13.395095,1.014620462,0.013184658,5.047244
13.411785,1.087333688,0.008999013,7.010903693
13.428505,1.271713082,0.013584473,6.441399006
13.445195,0.996197027,0.007621932,4.3180411
13.461885,0.827801676,0.008007207,5.13150173
13.478605,0.695956749,0.009908983,3.848512811
13.495295,1.01912789,0.007289341,3.938839838
13.511985,1.107964404,0.008660214,4.633817891
13.528705,1.092541492,0.012325118,4.957354381
13.545395,0.890462628,0.011830424,7.496811695
13.56211,1.309924703,0.009076768,5.517912061
13.5788,0.804006014,0.015197551,5.509213617
13.595495,1.15339774,0.005917394,4.640176207
13.61221,0.704945079,0.011418424,3.403552842
13.6289,1.090778102,0.007630715,4.798198172
13.64559,0.786479682,0.005012228,4.126908515
13.66231,0.85216662,0.007386595,4.45816675
13.679,1.435465481,0.010625573,6.025888776
13.69569,0.951969947,0.009075691,4.710516375
13.71241,1.054405171,0.005924968,5.820002815
13.7291,1.180432739,0.011056859,8.766615677
13.74584,0.726215876,0.020780567,6.011147514
13.76256,0.887846434,0.01098546,5.156450738
13.77925,0.762905692,0.004846243,4.463366305
13.79594,0.627173039,0.008020257,3.801046138
13.81266,0.894159014,0.004978467,3.511910733
13.82935,1.304920755,0.005671454,4.966128175
13.84604,1.238837727,0.011101544,4.962353552
13.86276,0.837572599,0.008689744,5.021416136
13.87945,1.134887441,0.00962252,4.887053619
13.89614,0.976279825,0.004777651,4.770247562
13.912855,0.74315247,0.007666767,4.587564394
13.929545,0.986888702,0.009451976,6.776508757
13.94624,0.570129107,0.005133816,4.065557943
13.962955,1.269820949,0.010789968,4.967037405
13.979645,0.989324868,0.006002623,5.166810293
13.99634,0.573946961,0.008658117,4.958652517
14.013055,1.257264683,0.006367973,3.751326482
14.029745,0.78769628,0.01243263,6.051232102
14.046435,0.948169534,0.01347538,4.674414269
14.063155,0.604555733,0.008383764,2.688785624
14.079845,0.900879127,0.009565453,6.830880924
14.096535,1.018878304,0.010217104,5.671383352
14.113255,0.712592625,0.012526585,4.788559177
14.129945,0.898887927,0.008513292,5.69030286
14.146685,1.486276575,0.003731894,4.886617051
14.163405,1.082092356,0.007915158,7.362962143
14.180095,1.64141137,0.005650039,7.708885701
14.196785,0.665446897,0.008821616,4.924791819
14.2135,0.526602947,0.007556698,4.13304931
14.230195,0.653181583,0.00726204,4.514108875
14.24691,0.506498178,0.003444513,3.086064
14.2636,0.521076579,0.007037725,4.090074823
14.280295,1.287921591,0.005979419,5.153890314
14.29701,0.592954695,0.006970683,4.307309577
14.3137,0.914446207,0.013941864,4.379768007
14.33039,0.855299687,0.008980531,3.683207201
14.34711,0.944080832,0.010722288,4.566171329
14.3638,0.606229803,0.004083414,3.98004633
14.38049,0.924118361,0.004511841,5.009781672
14.39721,0.701167414,0.006447024,3.732372089
14.4139,1.003839587,0.006837122,5.425873707
14.43059,0.697875341,0.003640874,4.322468552
14.447305,0.729097396,0.004007876,4.034932074
14.464,0.475443659,0.004405617,3.184211905
14.48069,0.669687763,0.003690243,3.610325736
14.49741,0.548136018,0.007732377,3.568438845
14.5141,0.798501872,0.008004447,4.576874834
14.53079,0.520229771,0.00354394,4.323572496
14.547555,0.462623571,0.004337765,3.399662705
14.56425,0.3889309,0.006215966,2.801370876
14.58094,0.494766013,0.004891361,3.135067493
14.597655,0.446637502,0.004557884,4.457524221
14.61435,0.400003867,0.004621253,3.969806427
14.63104,0.333830766,0.003988736,3.384073315
14.647755,0.309286848,0.003460551,3.688326035
14.664445,0.394445315,0.003954724,3.98665701
14.68114,0.319968812,0.00434227,4.040007656
14.697855,0.253356288,0.006176553,3.104855451
14.714545,0.363725241,0.002060948,3.737072788
14.73124,0.371397955,0.002318602,4.229322421
14.747955,0.247676336,0.006488889,3.748772149
14.764645,0.394458577,0.005610587,3.678663388
14.781335,0.494315905,0.003262163,3.763952055
14.798055,0.241340485,0.003747407,3.127821907
14.814745,0.315821447,0.009070751,3.985423924
14.831435,0.419101406,0.004521592,3.825734267
14.84815,0.420669212,0.004171269,3.309732604
14.864845,0.382223833,0.004950791,2.572375855
14.88156,0.447082991,0.003864475,3.284503268
14.89825,0.358870489,0.0046946,3.097068741
14.914945,0.362785476,0.003461322,4.062511009
14.93166,0.38628261,0.002658534,3.493974869
14.9484,0.315485122,0.003531862,4.170301977
14.96509,0.295703545,0.002298336,2.674239194
14.98181,0.292337166,0.006667139,3.682797127
14.9985,0.388301254,0.003117615,4.393829303
15.01519,0.212132322,0.006517544,3.733310799
15.03191,0.241885974,0.002792391,2.904333859
15.0486,0.251902281,0.003001658,3.316059728
15.06529,0.366530856,0.001604178,3.900530608
15.08201,0.266032416,0.004883994,3.921598024
15.0987,0.187457086,0.00301035,2.847196618
15.11539,0.256348709,0.000294555,3.706493756
15.13211,0.293744301,0.002802603,3.691233227
15.1488,0.239966497,0.004568303,3.393108633
15.16549,0.294161114,0.002562417,3.715132072
15.182205,0.314222004,0.006587712,3.252863625
15.1989,0.295953323,0.002780252,3.757393806
15.21559,0.281290246,0.00220487,3.892401985
15.232305,0.191280194,0.00328168,3.210841978
15.248995,0.294519536,0.00338587,3.163120723
15.26569,0.508178446,0.004332373,3.549184661
15.282405,0.290464904,0.005269923,3.986544767
15.299095,0.251733997,0.003391292,2.897364694
15.31579,0.199545162,0.001817212,2.986153584
15.332505,0.327309074,0.004866404,4.129540825
15.349245,0.371284268,0.000742954,3.079765061
15.36594,0.29016935,0.002365261,2.547028115
15.382655,0.419488612,0.006691863,4.281231637
15.399345,0.357120121,0.005100506,4.017184634
15.416035,0.37577703,0.008512027,3.717429968
15.432755,0.458518907,0.005126191,4.289220809
15.449445,0.328301161,0.007449832,3.58816216
15.466135,0.359296088,0.006866843,3.700895364
15.482855,0.488362665,0.00229917,3.060844121
15.499545,0.337801974,0.005381613,3.72915496
15.516235,0.284337895,0.004464561,3.893143235
15.532955,0.43196213,0.00501057,3.880433923
15.549645,0.39506581,0.001788235,4.762675144
15.56636,0.538171715,0.003429079,4.017614933
15.58305,0.399870783,0.001386333,4.048191556
15.59974,0.26707882,0.002819105,3.449763714
15.61646,0.317693849,0.001807133,3.043311593
15.63315,0.28707536,0.000276608,3.714047566
15.64984,0.440592375,0.005199401,4.409840524
15.66656,0.345803097,0.002926172,3.42118132
15.68325,0.630939605,0.001899728,3.45298392
15.69994,0.439065514,0.00197058,4.394818227
15.71666,0.459276189,0.003328062,3.681256885
15.73335,0.61197741,0.003075473,4.433925767
15.75009,0.445306303,0.001766672,3.237266164
15.76681,0.390920305,0.003163289,3.420579024
15.7835,0.343834081,0.002254525,2.805133656
15.80019,0.359841115,0.002135893,3.141008023
15.81691,0.39673309,0.007995758,2.973742471
15.8336,0.310542458,0.010137827,3.80673326
15.85029,0.295369221,0.003178461,3.171998284
15.867005,0.307315783,0.003475451,3.424489067
15.883695,0.383667998,0.005237593,3.397554059
15.90039,0.268587611,0.002892921,4.180070577
15.917105,0.267536284,0.00196032,3.418644223
15.933795,0.278191542,0.001103536,3.269985474
15.95049,0.393701878,0.002756074,4.058892825
15.967205,0.384912487,0.002352806,4.020356149
15.983895,0.388540095,0.0047644,4.622092382
16.000585,0.344978327,0.001343455,3.417294357
16.017305,0.410122187,0.004523929,3.198768326
16.033995,0.529780813,0.00477871,4.914225887
16.050685,0.383124941,0.00269795,2.66170889
16.067405,0.431219629,0.005311707,4.106578803
16.084095,0.511497833,0.007957394,3.881571674
16.100785,0.568183242,0.007767085,3.894503017
16.117505,0.449000384,0.003025862,3.41081395
16.134195,0.46672565,0.006080005,3.110749185
16.150935,0.439868165,0.006350457,3.391933094
16.167655,0.736292462,0.004202052,3.955273096
16.184345,0.353997736,0.004045742,2.6087472
16.201035,0.542141983,0.00551936,3.691049157
16.21775,0.740985065,0.006089021,4.749957277
16.234445,0.586791085,0.002155614,3.474967382
16.25116,0.455944474,0.004820987,3.633845426
16.26785,0.527697207,0.002826031,4.158546777
16.284545,0.482245162,0.004844555,4.221013539
16.30126,0.578565252,0.00189421,4.229594263
16.31795,0.569265739,0.001919694,3.751362623
16.33464,0.49844811,0.002740303,4.102220143
16.35136,0.497012221,0.000252279,3.727119109
16.36805,0.704059052,0.002786301,4.533091162
16.38474,0.420702636,0.004382888,3.549092304
16.401455,0.427058313,0.007277116,4.027046913
16.41815,0.659594514,0.015066045,3.937384216
16.43484,0.949482049,0.013488964,4.952783863
16.45156,0.802170774,0.013290115,3.549434125
16.46825,0.836253376,0.015239033,3.917061182
16.48494,0.598371517,0.01404034,3.587925036
16.501655,0.701921509,0.015735125,3.871955427
16.518345,0.926860892,0.011072549,4.993281776
16.53504,1.259213459,0.01765051,4.213611115
16.551805,0.875706798,0.006591366,3.655082582
16.5685,1.08883033,0.008095399,3.782219293
16.58519,0.967478856,0.009854005,3.87303673
16.601905,0.829294582,0.007110132,4.045909163
16.618595,0.781408945,0.006058489,3.579287458
16.63529,0.58178535,0.0084786,3.991782972
16.652005,0.624316877,0.009426511,3.5428132
16.668695,0.568855076,0.011188924,3.326543222
16.68539,0.818946953,0.011305866,4.162676309
16.702105,0.700640306,0.00926465,3.886153128
16.718795,0.545412558,0.006263278,3.168446475
16.735485,0.842633543,0.006772823,4.025521687
16.752205,0.787008657,0.014533551,4.547204893
16.768895,0.700493563,0.004447886,3.954333787
16.785585,0.763924536,0.006643612,4.685162915
16.802305,0.731948664,0.008284532,3.767808347
16.818995,0.779285938,0.006833438,3.595372497
16.83571,0.861965695,0.008566358,4.183642018
16.8524,0.90721234,0.004270714,4.196565876
16.869095,0.652666137,0.002964032,3.784176379
16.88581,0.881061635,0.005417575,4.067457795
16.9025,0.70706353,0.00622555,4.484875686
16.91919,0.711615025,0.003886633,3.896927644
16.93596,0.584445047,0.008233763,3.554663522
16.95265,0.733079331,0.006710583,4.378498187
16.96934,0.622517023,0.006188939,3.912038704
16.98606,0.655929301,0.007908893,4.681289983
17.00275,0.69070807,0.005496805,3.367142518
17.01944,0.485450906,0.005185295,4.297662506
17.03616,0.791932307,0.011541159,4.905784911
17.05285,0.572230966,0.005492373,4.047082022
17.06954,0.650474358,0.004968714,4.924862021
17.08626,0.478901783,0.003972789,4.060809833
17.10295,0.604670138,0.00533127,5.65354767
17.11964,0.603631436,0.005474087,3.737817405
17.136355,0.52127247,0.002904205,3.594729247
17.15305,0.689332247,0.003442654,4.617349416
17.16974,0.858767278,0.006424018,4.046012188
17.186455,0.741924359,0.009074386,3.575461067
17.20315,0.657466667,0.005686311,3.055904406
17.21984,0.868068587,0.00407275,4.070184423
17.236555,0.722090465,0.004224491,4.734099792
17.253245,0.618352644,0.005864718,4.117405408
17.26994,0.75254273,0.003870196,3.900322726
17.286655,0.786772534,0.00375436,4.187156094
17.303345,0.958423525,0.006546258,4.209746814
17.32004,0.729735485,0.009241531,4.346874251
17.336805,0.826717507,0.007165021,3.863966618
17.353495,0.600635786,0.007695602,3.515314068
17.370185,0.849868987,0.008310621,5.311084022
17.386905,1.0820927,0.00958212,4.657215235
17.403595,0.80768462,0.006974699,4.132856591
17.420285,1.044227031,0.007297868,4.297069997
17.437005,0.859823806,0.010609285,3.952712186
17.453695,0.821713219,0.007163321,3.329030634
17.470385,0.951150848,0.01008406,4.374673325
17.487105,0.846692572,0.012159901,3.868881392
17.503795,0.782303965,0.016787952,4.578383241
17.52051,0.913238476,0.010582017,4.025309361
17.5372,0.621827183,0.006786578,3.836178819
17.55389,1.147108547,0.014039358,4.381344216
17.57061,0.890132004,0.010328583,4.309527588
17.5873,0.909382787,0.009823761,4.398481702
17.60399,0.70915241,0.010352206,3.574581215
17.62071,0.959050706,0.013012729,3.965237677
17.6374,0.635133877,0.014527819,4.346009294
17.65409,0.905590179,0.010512643,5.488687355
17.67081,1.008631574,0.008126215,3.871601752
17.6875,0.908259923,0.008408329,4.711174774
17.70419,0.967886036,0.01778573,4.251696449
17.72091,1.134184274,0.009552514,3.916922659
17.73765,0.702445751,0.012368585,3.929101244
17.75434,0.828685649,0.008435884,3.798655195
17.77106,0.947041307,0.014987125,5.200528719
17.78775,1.192287872,0.014789702,4.740534041
17.80444,0.850182496,0.014479561,4.279664345
17.82116,1.303788207,0.016389618,4.43652193
17.83785,1.190745284,0.011871037,5.641552338
17.85454,0.58944055,0.012985088,3.31549453
17.871255,1.027046813,0.013621592,4.515586466
17.887945,0.877253542,0.012137603,4.085070939
17.90464,0.877116641,0.013607769,4.371924539
17.921355,0.802670884,0.01519507,3.300077406
17.938045,0.722840076,0.013722374,3.842239351
17.95474,0.688122238,0.012016514,4.250944847
17.971455,0.622768524,0.015726216,4.102066925
17.988145,0.740899004,0.012161559,4.258516768
18.004835,0.800342006,0.012266331,4.059103783
18.021555,0.596754111,0.009832399,3.581979376
18.038245,0.524222301,0.009113744,4.276542184
18.054935,0.548714979,0.008163973,3.873805592
18.071655,0.526353876,0.00464241,3.523883041
18.088345,0.628268734,0.006030233,4.421388414
18.105035,0.687432021,0.006722197,3.900225262
18.121755,0.609723139,0.007052492,4.356856298
18.138495,0.530999009,0.007810337,4.322502389
18.155185,0.72420707,0.007358834,3.352141364
18.1719,0.682103649,0.005890254,4.161155999
18.188595,0.718999387,0.008018789,3.853518635
18.20531,0.759006038,0.010677894,3.88183276
18.222,0.645818601,0.007842984,4.335035982
18.238695,1.143057665,0.009592136,4.641919567
18.25541,1.018620574,0.012877476,5.225799987
18.2721,1.009293908,0.01130092,4.184998312
18.28879,0.658225212,0.009883012,3.46548441
18.30551,0.963165319,0.007010703,4.68106279
18.3222,0.926105662,0.008510434,3.090988559
18.33889,0.850378117,0.012128441,4.577028407
18.35561,0.812621395,0.011595265,4.868560609
18.3723,0.688906428,0.005928997,4.184326625
18.38899,0.796996859,0.006859265,4.290275983
18.40571,0.664495237,0.011722126,3.434531813
18.4224,0.708080804,0.007327172,4.301199047
18.43909,0.589288442,0.006761877,3.98155845
18.455805,0.737213183,0.010038883,4.201524122
18.4725,0.610117845,0.011979331,3.900391335
18.48919,0.562006406,0.006620532,4.195400179
18.505905,0.691073996,0.004007119,3.688455789
18.522595,0.990680324,0.005971286,4.778493781
18.53934,0.721422489,0.006213002,5.787124505
18.556055,0.589918354,0.009317653,4.744422808
18.57275,0.867749329,0.006620532,4.673870782
18.58944,0.961875789,0.008711421,4.966636494
18.606155,1.031355693,0.009055951,5.124952893
18.622845,0.951345507,0.004685384,4.549049455
18.63954,0.778935805,0.006782637,3.844142899
18.656255,0.72196246,0.005469166,4.514868411
18.672945,0.467051355,0.006538095,3.059972648
18.68964,0.743761586,0.004901579,4.613333038
18.706355,0.464663521,0.003304031,4.169889963
18.723045,0.89742609,0.0070032,4.945041272
18.739735,0.754771873,0.009978293,4.838578091
18.756455,0.743707829,0.006337338,4.895699093
18.773145,0.591011322,0.006143309,3.951164011
18.789835,0.851427079,0.009729404,4.759204882
18.80655,0.455602873,0.006200688,3.296976041
18.823245,0.627896837,0.009637055,4.236740094
18.83996,0.460360134,0.007326919,3.737522377
18.85665,0.881402523,0.006222206,4.210680385
18.873345,0.680377172,0.007989132,4.344909095
18.89006,0.736383876,0.008005345,3.978543401
18.90675,0.521206592,0.007448819,5.041143034
18.92344,0.934511294,0.013676532,4.834255703
18.94021,0.553426853,0.009472918,4.359759629
18.9569,0.599128142,0.009274059,3.85669866
18.97359,0.727074809,0.004409283,4.713379
18.99031,0.731732882,0.009671795,4.865140076
19.007,0.828271556,0.010945803,4.992205794
19.02369,0.522151632,0.004796593,3.835525005
19.04041,0.836560302,0.007961637,4.476266218
19.0571,0.751841499,0.00407205,3.384619298
19.07379,0.716325318,0.011993048,4.61746446
19.090505,0.592803358,0.006176714,3.873050389
19.1072,0.844411556,0.005529808,5.396159587
19.12389,0.854573084,0.005869223,4.385800697
19.140605,0.995122852,0.01126005,5.497033997
19.1573,0.875192298,0.012514128,5.487265885
19.17399,0.553856052,0.005385483,4.361924943
19.190705,0.817053666,0.007677692,4.303496346
19.207395,0.66918241,0.004436981,3.665688843
19.22409,0.776467568,0.010638381,3.894541566
19.240805,0.692178117,0.015149807,6.282500254
19.257495,0.978687587,0.022021712,5.13678318
19.27419,0.776691811,0.013893074,4.231829601
19.290905,1.053008812,0.013699336,5.001637724
19.307595,0.856222746,0.012843276,4.187676777
19.324285,0.585625274,0.010825706,3.667469543
19.341055,0.742770443,0.014900675,5.321979301
19.357745,0.697826023,0.010319393,3.872877469
19.374435,0.747499471,0.01396514,4.648723784
19.391155,0.760694242,0.012032702,4.296631107
19.407845,0.491805699,0.004847907,3.408388935
19.424535,1.237548877,0.007887616,5.169608851
19.441255,0.894539624,0.012046548,4.895268106
19.457945,1.035990688,0.016655887,4.83064706
19.474635,1.166488587,0.01153966,5.775663018
19.491355,0.984299038,0.008489008,5.130464214
19.508045,0.859488985,0.015560884,5.076226374
19.52476,0.744824365,0.009020684,3.414763761
19.54145,1.32050265,0.012437008,5.003658852
19.55814,1.477697587,0.017867059,4.988365914
19.57486,1.191281457,0.012633309,5.276858307
19.59155,0.875118923,0.015082862,4.705727336
19.60824,1.231975455,0.010429569,4.865728998
19.62496,0.831226079,0.018139854,4.00946061
19.64165,0.670544656,0.010689023,3.54251589
19.65834,0.631799923,0.011404822,3.635838095
19.67506,1.27939708,0.013571599,5.273125973
19.69175,0.794484714,0.014296604,4.251067353
19.70844,0.788428276,0.024152547,4.865115026
19.725155,0.732590329,0.015446106,5.301989905
19.7419,0.883411353,0.016491484,4.741165429
19.75859,0.90650778,0.017865406,5.661094954
19.77531,0.881618235,0.015255528,6.116485253
19.792,0.67409514,0.012874165,4.573542374
19.80869,0.8042865,0.013206097,4.050486724
19.825405,0.699507368,0.007086857,4.7873799
19.842095,0.805986062,0.012141801,5.430512734
19.85879,1.17210352,0.009731643,4.727931041
19.875505,0.924855805,0.00797167,4.992877482
19.892195,0.69270083,0.008377893,4.69788015
19.90889,1.294951275,0.008331314,4.820734891
19.925605,1.116908277,0.021916771,6.209946166
19.942295,1.123823139,0.013844541,4.729473553
19.958985,0.704269458,0.01043423,4.907002727
19.975705,0.790284268,0.009108999,6.065007551
19.992395,1.112795136,0.017979631,5.843293018
20.009085,0.958260007,0.005347374,4.932297873
